"FOLIO","DOR_C","SITE_CITY","LAND","IMP","S_DATE","SALES","NBHC","NBHD","TOTVAL"
"0347581826","0100","TAMPA",61404,151473,12/28/2017,250000,216001,"TAMPALMS",212877
"0347581854","0100","TAMPA",43326,173652,11/17/2017,304000,216001,"TAMPALMS",216978
"0347582170","0100","TAMPA",121083,593615,6/2/2017,930000,216001,"TAMPALMS",714698
"0347631182","0100","TAMPA",88592,247043,6/29/2017,425000,216001,"TAMPALMS",335635
"0347631206","0100","TAMPA",64388,220867,1/26/2017,274000,216001,"TAMPALMS",285255
"0347631232","0100","TAMPA",81732,225287,7/31/2017,347500,216001,"TAMPALMS",307019
"0347631326","0100","TAMPA",48909,151068,6/27/2017,286000,216001,"TAMPALMS",199977
"0347631506","0100","TAMPA",45320,182064,4/24/2017,254000,216001,"TAMPALMS",227384
"0347631510","0100","TAMPA",40040,142881,3/24/2017,260000,216001,"TAMPALMS",182921
"0347631536","0100","TAMPA",40040,147717,6/28/2017,260000,216001,"TAMPALMS",187757
"0347631656","0100","TAMPA",222187,283261,11/17/2017,545000,216001,"TAMPALMS",505448
"0347631718","0100","TAMPA",66300,266067,6/23/2017,420000,216001,"TAMPALMS",332367
"0347631782","0100","TAMPA",73347,217301,5/17/2017,315000,216001,"TAMPALMS",290648
"0347631784","0100","TAMPA",69168,200253,5/19/2017,285000,216001,"TAMPALMS",269421
"0539721626","0100","TAMPA",65693,227994,6/29/2017,378500,216002,"HUNGREEN",293687
"0539721640","0100","TAMPA",74287,217437,8/28/2017,392500,216002,"HUNGREEN",291724
"0539721654","0100","TAMPA",61827,215631,6/30/2017,375000,216002,"HUNGREEN",277458
"0539721664","0100","TAMPA",57753,212498,10/11/2017,400000,216002,"HUNGREEN",270251
"0592240114","0100","TAMPA",69605,182502,2/23/2017,340000,216010,"HERITAGE",252107
"0592240134","0100","TAMPA",71393,193721,2/21/2017,325000,216010,"HERITAGE",265114
"0592240150","0100","TAMPA",81095,198467,7/3/2017,367500,216010,"HERITAGE",279562
"0592240162","0100","TAMPA",76751,177219,7/31/2017,320000,216010,"HERITAGE",253970
"0592240176","0100","TAMPA",79313,163359,6/12/2017,290000,216010,"HERITAGE",242672
"0592240254","0100","TAMPA",81830,192511,9/21/2017,240000,216010,"HERITAGE",274341
"0592240258","0100","TAMPA",85306,194574,4/26/2017,347900,216010,"HERITAGE",279880
"0592240268","0100","TAMPA",72052,192627,6/26/2017,320000,216010,"HERITAGE",264679
"0592240282","0100","TAMPA",66423,190358,7/14/2017,330000,216010,"HERITAGE",256781
"0592240290","0100","TAMPA",80031,188466,7/21/2017,325000,216010,"HERITAGE",268497
"0592240298","0100","TAMPA",81774,164305,7/13/2017,311000,216010,"HERITAGE",246079
"0592240318","0100","TAMPA",66032,166627,9/8/2017,280000,216010,"HERITAGE",232659
"0592240364","0100","TAMPA",61273,203730,1/23/2017,375000,216010,"HERITAGE",265003
"0592240436","0100","TAMPA",46326,144583,9/25/2017,242000,216010,"HERITAGE",190909
"0592240496","0100","TAMPA",48344,115575,9/27/2017,220000,216010,"HERITAGE",163919
"0592240518","0100","TAMPA",49509,119830,1/13/2017,224900,216010,"HERITAGE",169339
"0592240524","0100","TAMPA",54778,122447,4/27/2017,216500,216010,"HERITAGE",177225
"0592240534","0100","TAMPA",66436,119830,4/13/2017,224900,216010,"HERITAGE",186266
"0592240546","0100","TAMPA",67637,142549,5/4/2017,261000,216010,"HERITAGE",210186
"0592240560","0100","TAMPA",56099,144700,6/16/2017,245000,216010,"HERITAGE",200799
"0592240602","0100","TAMPA",45737,120428,1/27/2017,221000,216010,"HERITAGE",166165
"0592240702","0100","TAMPA",45864,124513,5/9/2017,212000,216010,"HERITAGE",170377
"0592240764","0100","TAMPA",83192,130530,10/6/2017,240000,216010,"HERITAGE",213722
"0592240794","0100","TAMPA",58746,137414,4/7/2017,250000,216010,"HERITAGE",196160
"0592240798","0100","TAMPA",52132,127475,6/30/2017,233000,216010,"HERITAGE",179607
"0592240816","0100","TAMPA",46189,131253,1/31/2017,222000,216010,"HERITAGE",177442
"0592240838","0100","TAMPA",58776,122438,3/16/2017,218000,216010,"HERITAGE",181214
"0592240848","0100","TAMPA",55320,120428,3/30/2017,210000,216010,"HERITAGE",175748
"0592240860","0100","TAMPA",52700,175901,3/20/2017,265000,216010,"HERITAGE",228601
"0592240864","0100","TAMPA",50181,187102,12/1/2017,322000,216010,"HERITAGE",237283
"0592240878","0100","TAMPA",52554,120795,7/12/2017,232000,216010,"HERITAGE",173349
"0592240888","0100","TAMPA",59610,185789,4/25/2017,315000,216010,"HERITAGE",245399
"0592240978","0100","TAMPA",37134,118637,11/30/2017,230000,216010,"HERITAGE",155771
"0592241002","0100","TAMPA",35630,176642,2/23/2017,275000,216010,"HERITAGE",212272
"0592241032","0100","TAMPA",105926,123530,7/7/2017,229500,216010,"HERITAGE",229456
"0592241054","0100","TAMPA",39156,181102,12/18/2017,355000,216010,"HERITAGE",220258
"0592241062","0100","TAMPA",35592,179781,1/9/2017,296000,216010,"HERITAGE",215373
"0592241094","0100","TAMPA",43486,158742,11/22/2017,270000,216010,"HERITAGE",202228
"0592241108","0100","TAMPA",39817,182016,4/28/2017,288000,216010,"HERITAGE",221833
"0592241136","0100","TAMPA",55278,138295,7/31/2017,254900,216010,"HERITAGE",193573
"0592241158","0100","TAMPA",45400,172901,8/17/2017,283000,216010,"HERITAGE",218301
"0592250120","0100","TAMPA",35824,146336,12/27/2017,279900,216010,"HERITAGE",182160
"0592250148","0100","TAMPA",58800,183502,4/26/2017,305000,216010,"HERITAGE",242302
"0592250152","0100","TAMPA",43915,214366,10/6/2017,345000,216010,"HERITAGE",258281
"0592250166","0100","TAMPA",55345,216831,6/30/2017,344100,216010,"HERITAGE",272176
"0592250168","0100","TAMPA",55345,148375,12/22/2017,275000,216010,"HERITAGE",203720
"0592250248","0100","TAMPA",47246,153880,9/22/2017,288000,216010,"HERITAGE",201126
"0592250262","0100","TAMPA",39818,229780,1/5/2018,360000,216010,"HERITAGE",269598
"0592250288","0100","TAMPA",50387,186498,10/13/2017,315000,216010,"HERITAGE",236885
"0592250344","0100","TAMPA",55345,230295,10/6/2017,320129,216010,"HERITAGE",285640
"0592250574","0100","TAMPA",6250,241588,11/29/2017,359300,216010,"HERITAGE",247838
"0592250576","0100","TAMPA",6250,211057,11/28/2017,327600,216010,"HERITAGE",217307
"0592250580","0100","TAMPA",6250,210788,11/28/2017,338200,216010,"HERITAGE",217038
"0592250584","0100","TAMPA",7900,239441,12/27/2017,373100,216010,"HERITAGE",247341
"0592250602","0100","TAMPA",7705,174965,11/29/2017,316100,216010,"HERITAGE",182670
"0592250668","0100","TAMPA",6989,167056,11/30/2017,295100,216010,"HERITAGE",174045
"0592250684","0100","TAMPA",6250,207914,11/29/2017,353300,216010,"HERITAGE",214164
"0592250696","0100","TAMPA",9119,230853,12/29/2017,396200,216010,"HERITAGE",239972
"0592250710","0100","TAMPA",10191,238696,12/21/2017,362600,216010,"HERITAGE",248887
"0592491422","0100","TAMPA",32853,92616,1/16/2017,184000,216010,"HERITAGE",125469
"0592491554","0100","TAMPA",43329,119503,5/31/2017,203000,216010,"HERITAGE",162832
"0592491572","0100","TAMPA",44221,155332,11/17/2017,267500,216010,"HERITAGE",199553
"0592491596","0100","TAMPA",44221,155904,8/30/2017,270000,216010,"HERITAGE",200125
"0592491614","0100","TAMPA",46648,119092,8/24/2017,222000,216010,"HERITAGE",165740
"0592491622","0100","TAMPA",46648,143939,3/27/2017,200000,216010,"HERITAGE",190587
"0592491630","0100","TAMPA",46648,155907,12/27/2017,310000,216010,"HERITAGE",202555
"0592491638","0100","TAMPA",51097,97442,7/7/2017,194900,216010,"HERITAGE",148539
"0592491644","0100","TAMPA",40004,150440,8/11/2017,268000,216010,"HERITAGE",190444
"0592491708","0100","TAMPA",47680,155184,7/11/2017,289000,216010,"HERITAGE",202864
"0592492366","0100","TAMPA",42435,127496,10/12/2017,273000,216010,"HERITAGE",169931
"0592492388","0100","TAMPA",43857,167954,9/1/2017,285000,216010,"HERITAGE",211811
"0592492802","0100","TAMPA",46686,120704,3/21/2017,215000,216010,"HERITAGE",167390
"0592492812","0100","TAMPA",45298,127280,12/12/2017,235000,216010,"HERITAGE",172578
"0592492826","0100","TAMPA",65824,124025,5/22/2017,210000,216010,"HERITAGE",189849
"0592492858","0100","TAMPA",44688,107395,12/21/2017,199000,216010,"HERITAGE",152083
"0592493020","0100","TAMPA",30498,80524,12/15/2017,170000,216010,"HERITAGE",111022
"0592493036","0100","TAMPA",31878,105996,2/23/2017,220000,216010,"HERITAGE",137874
"0592493502","0100","TAMPA",36618,141365,6/5/2017,218000,216010,"HERITAGE",177983
"0592493530","0100","TAMPA",36618,96872,9/28/2017,214000,216010,"HERITAGE",133490
"0592493542","0100","TAMPA",32061,96565,8/31/2017,197000,216010,"HERITAGE",128626
"0592493554","0100","TAMPA",32061,89106,7/28/2017,175000,216010,"HERITAGE",121167
"0592493594","0100","TAMPA",32702,96565,8/24/2017,200000,216010,"HERITAGE",129267
"0592493662","0100","TAMPA",30498,80312,12/4/2017,183000,216010,"HERITAGE",110810
"0592493670","0100","TAMPA",33947,86406,6/23/2017,165000,216010,"HERITAGE",120353
"0592493676","0100","TAMPA",37263,80312,10/5/2017,158000,216010,"HERITAGE",117575
"0592493714","0100","TAMPA",29685,80312,11/30/2017,172500,216010,"HERITAGE",109997
"0592493778","0100","TAMPA",30498,85472,5/5/2017,172500,216010,"HERITAGE",115970
"0592493786","0100","TAMPA",26804,81912,3/21/2017,160000,216010,"HERITAGE",108716
"0592494618","0100","TAMPA",86235,193410,2/23/2017,280000,216010,"HERITAGE",279645
"0592494640","0100","TAMPA",82210,193410,7/28/2017,328000,216010,"HERITAGE",275620
"0592510506","0100","TAMPA",71122,166847,8/15/2017,300000,216010,"HERITAGE",237969
"0592510514","0100","TAMPA",78901,196028,8/30/2017,295000,216010,"HERITAGE",274929
"0592510560","0100","TAMPA",62291,196363,3/13/2017,296000,216010,"HERITAGE",258654
"0592510592","0100","TAMPA",95017,244148,7/28/2017,380000,216010,"HERITAGE",339165
"0592510608","0100","TAMPA",96752,229297,4/7/2017,361000,216010,"HERITAGE",326049
"0592510912","0100","TAMPA",65257,214996,1/23/2017,290000,216010,"HERITAGE",280253
"0592510950","0100","TAMPA",62011,210568,8/31/2017,230000,216010,"HERITAGE",272579
"0592511008","0100","TAMPA",55212,141548,7/26/2017,296500,216010,"HERITAGE",196760
"0592511014","0100","TAMPA",55212,165201,7/17/2017,315000,216010,"HERITAGE",220413
"0592511018","0100","TAMPA",55229,162544,3/22/2017,305000,216010,"HERITAGE",217773
"0592511202","0100","TAMPA",42416,173281,10/18/2017,284900,216010,"HERITAGE",215697
"0592511246","0100","TAMPA",44905,156317,12/27/2017,235000,216010,"HERITAGE",201222
"0592511262","0100","TAMPA",44905,171360,12/15/2017,300000,216010,"HERITAGE",216265
"0592511278","0100","TAMPA",48789,172865,6/5/2017,290000,216010,"HERITAGE",221654
"0592511310","0100","TAMPA",66121,148719,9/8/2017,314000,216010,"HERITAGE",214840
"0592511316","0100","TAMPA",64058,127443,8/11/2017,255000,216010,"HERITAGE",191501
"0592511324","0100","TAMPA",62705,147679,11/6/2017,265000,216010,"HERITAGE",210384
"0592511354","0100","TAMPA",57478,164979,10/27/2017,287500,216010,"HERITAGE",222457
"0592511362","0100","TAMPA",57478,144615,2/7/2017,257000,216010,"HERITAGE",202093
"0592511372","0100","TAMPA",59877,145545,5/24/2017,258000,216010,"HERITAGE",205422
"0592511400","0100","TAMPA",54655,148992,6/15/2017,284000,216010,"HERITAGE",203647
"0592511406","0100","TAMPA",54655,187070,8/31/2017,280000,216010,"HERITAGE",241725
"0592511414","0100","TAMPA",70874,152306,9/15/2017,267000,216010,"HERITAGE",223180
"0592511656","0100","TAMPA",65257,218298,8/15/2017,370500,216010,"HERITAGE",283555
"0592511684","0100","TAMPA",65257,214640,10/11/2017,380000,216010,"HERITAGE",279897
"0592512148","0100","TAMPA",114569,248991,11/17/2017,470000,216010,"HERITAGE",363560
"0592512182","0100","TAMPA",35483,128587,11/30/2017,248000,216010,"HERITAGE",164070
"0592512186","0100","TAMPA",56099,136592,11/16/2017,252500,216010,"HERITAGE",192691
"0592512194","0100","TAMPA",37969,135554,12/12/2017,248000,216010,"HERITAGE",173523
"0592512208","0100","TAMPA",45653,157947,5/17/2017,283900,216010,"HERITAGE",203600
"0592512216","0100","TAMPA",44021,128253,3/13/2017,239000,216010,"HERITAGE",172274
"0592512352","0100","TAMPA",41824,134751,8/1/2017,257500,216010,"HERITAGE",176575
"0592512356","0100","TAMPA",36796,120568,9/29/2017,190000,216010,"HERITAGE",157364
"0592512430","0100","TAMPA",36465,119887,7/31/2017,226500,216010,"HERITAGE",156352
"0592512510","0100","TAMPA",34642,145276,11/13/2017,275000,216010,"HERITAGE",179918
"0592512512","0100","TAMPA",36465,171860,8/28/2017,295000,216010,"HERITAGE",208325
"0592512516","0100","TAMPA",36465,118874,1/30/2017,209000,216010,"HERITAGE",155339
"0592512544","0100","TAMPA",54107,126714,6/13/2017,220500,216010,"HERITAGE",180821
"0592512552","0100","TAMPA",36465,165746,7/14/2017,270000,216010,"HERITAGE",202211
"0592713406","0100","TAMPA",62778,190177,6/5/2017,343500,216010,"HERITAGE",252955
"0592713416","0100","TAMPA",67851,202309,1/3/2017,345000,216010,"HERITAGE",270160
"0592713426","0100","TAMPA",75225,199888,8/4/2017,376000,216010,"HERITAGE",275113
"0592713446","0100","TAMPA",61402,134658,1/4/2018,280000,216010,"HERITAGE",196060
"0592713456","0100","TAMPA",58106,190961,6/8/2017,332000,216010,"HERITAGE",249067
"0592713460","0100","TAMPA",61402,159286,2/28/2017,290000,216010,"HERITAGE",220688
"0592713472","0100","TAMPA",61402,183436,9/18/2017,359000,216010,"HERITAGE",244838
"0592713494","0100","TAMPA",67239,159121,2/24/2017,280000,216010,"HERITAGE",226360
"0592713510","0100","TAMPA",67325,154717,1/12/2018,289000,216010,"HERITAGE",222042
"0592713550","0100","TAMPA",71711,198924,6/7/2017,370000,216010,"HERITAGE",270635
"0594001020","0100","TAMPA",73135,207717,5/3/2017,370000,216005,"ARBORGRN",280852
"0594001034","0100","TAMPA",69876,202768,8/4/2017,370000,216005,"ARBORGRN",272644
"0594001132","0100","TAMPA",58437,205020,4/5/2017,290000,216005,"ARBORGRN",263457
"0594001146","0100","TAMPA",80352,174931,10/2/2017,385000,216005,"ARBORGRN",255283
"0594001148","0100","TAMPA",92158,185432,1/9/2017,379000,216005,"ARBORGRN",277590
"0594001178","0100","TAMPA",50045,168909,6/14/2017,322000,216005,"ARBORGRN",218954
"0594001206","0100","TAMPA",110069,237722,2/24/2017,420000,216005,"ARBORGRN",347791
"0594001214","0100","TAMPA",85408,246698,7/20/2017,420000,216005,"ARBORGRN",332106
"0594001222","0100","TAMPA",82942,246580,7/6/2017,437500,216005,"ARBORGRN",329522
"0594001240","0100","TAMPA",91708,259604,2/17/2017,450000,216005,"ARBORGRN",351312
"0594001288","0100","TAMPA",162162,268486,1/19/2018,490000,216005,"ARBORGRN",430648
"0594001290","0100","TAMPA",94101,239408,3/24/2017,361000,216005,"ARBORGRN",333509
"0594001298","0100","TAMPA",92992,272937,4/27/2017,499000,216005,"ARBORGRN",365929
"0594001338","0100","TAMPA",94057,267826,5/10/2017,465000,216005,"ARBORGRN",361883
"0594001342","0100","TAMPA",85159,291754,2/15/2017,515000,216005,"ARBORGRN",376913
"0594001518","0100","TAMPA",70078,206457,3/22/2017,330000,216005,"ARBORGRN",276535
"0594001536","0100","TAMPA",87984,197592,6/23/2017,376500,216005,"ARBORGRN",285576
"0594001552","0100","TAMPA",60560,193744,1/12/2018,315000,216005,"ARBORGRN",254304
"0594001636","0100","TAMPA",96008,231714,8/11/2017,495000,216005,"ARBORGRN",327722
"0594001678","0100","TAMPA",59624,204721,7/31/2017,360000,216005,"ARBORGRN",264345
"0594001858","0100","TAMPA",74242,159000,11/16/2017,328000,216005,"ARBORGRN",233242
"0594001868","0100","TAMPA",64064,161868,11/27/2017,260000,216005,"ARBORGRN",225932
"0594002056","0100","TAMPA",93354,223030,5/22/2017,405000,216005,"ARBORGRN",316384
"0594002058","0100","TAMPA",93354,262945,6/23/2017,434000,216005,"ARBORGRN",356299
"0594002068","0100","TAMPA",71012,243384,12/1/2017,427000,216005,"ARBORGRN",314396
"0594002102","0100","TAMPA",74720,225247,11/14/2017,388000,216005,"ARBORGRN",299967
"0594002114","0100","TAMPA",70167,245550,9/29/2017,455000,216005,"ARBORGRN",315717
"0594002134","0100","TAMPA",109740,283699,11/9/2017,499000,216005,"ARBORGRN",393439
"0594002158","0100","TAMPA",90396,258447,9/27/2017,445000,216005,"ARBORGRN",348843
"0594002608","0100","TAMPA",82412,235163,12/19/2017,379000,216005,"ARBORGRN",317575
"0594002706","0100","TAMPA",75554,254389,9/1/2017,437000,216005,"ARBORGRN",329943
"0594002726","0100","TAMPA",75333,236160,11/16/2017,135000,216005,"ARBORGRN",311493
"0594002728","0100","TAMPA",75333,252947,5/24/2017,450000,216005,"ARBORGRN",328280
"0594010836","0100","TAMPA",50494,145322,10/6/2017,295000,216005,"ARBORGRN",195816
"0594010844","0100","TAMPA",64249,183368,3/28/2017,352500,216005,"ARBORGRN",247617
"0594010846","0100","TAMPA",64249,180846,10/16/2017,339000,216005,"ARBORGRN",245095
"0594010870","0100","TAMPA",64249,179305,9/25/2017,360000,216005,"ARBORGRN",243554
"0594010878","0100","TAMPA",37895,201462,5/3/2017,325000,216005,"ARBORGRN",239357
"0594010916","0100","TAMPA",68129,150336,5/8/2017,282500,216005,"ARBORGRN",218465
"0594010924","0100","TAMPA",45560,145219,2/8/2017,245000,216005,"ARBORGRN",190779
"0594010944","0100","TAMPA",60500,131492,6/15/2017,235000,216005,"ARBORGRN",191992
"0594010972","0100","TAMPA",45560,143104,9/22/2017,215000,216005,"ARBORGRN",188664
"0594011000","0100","TAMPA",70220,209867,4/26/2017,384000,216005,"ARBORGRN",280087
"0594011024","0100","TAMPA",99952,247344,7/25/2017,318929,216005,"ARBORGRN",347296
"0594011106","0100","TAMPA",107109,285249,8/9/2017,515000,216005,"ARBORGRN",392358
"0594011120","0100","TAMPA",109834,264536,6/23/2017,485000,216005,"ARBORGRN",374370
"0594011222","0100","TAMPA",62764,229395,5/31/2017,284900,216005,"ARBORGRN",292159
"0594011296","0100","TAMPA",62764,267808,3/17/2017,421000,216005,"ARBORGRN",330572
"0594011298","0100","TAMPA",66716,216982,5/15/2017,339900,216005,"ARBORGRN",283698
"0594011308","0100","TAMPA",46905,148595,5/5/2017,235000,216005,"ARBORGRN",195500
"0594011328","0100","TAMPA",65178,159874,12/1/2017,312000,216005,"ARBORGRN",225052
"0594011348","0100","TAMPA",47939,157008,1/10/2018,275500,216005,"ARBORGRN",204947
"0594011352","0100","TAMPA",45630,164376,2/6/2017,247000,216005,"ARBORGRN",210006
"0594011400","0100","TAMPA",70538,240128,6/30/2017,410000,216005,"ARBORGRN",310666
"0594011460","0100","TAMPA",91023,234205,4/11/2017,375000,216005,"ARBORGRN",325228
"0594011466","0100","TAMPA",88623,265039,12/14/2017,410000,216005,"ARBORGRN",353662
"0594011530","0100","TAMPA",74720,155811,6/22/2017,287000,216005,"ARBORGRN",230531
"0594011534","0100","TAMPA",55031,188868,5/26/2017,375000,216005,"ARBORGRN",243899
"0594011852","0100","TAMPA",41991,145669,10/19/2017,255000,216005,"ARBORGRN",187660
"0594011872","0100","TAMPA",45323,142796,7/27/2017,210000,216005,"ARBORGRN",188119
"0594011880","0100","TAMPA",37895,135634,3/28/2017,205000,216005,"ARBORGRN",173529
"0594011890","0100","TAMPA",39736,146316,8/25/2017,251000,216005,"ARBORGRN",186052
"0594011910","0100","TAMPA",37895,143874,1/31/2017,235000,216005,"ARBORGRN",181769
"0594011970","0100","TAMPA",91719,249165,9/15/2017,415000,216005,"ARBORGRN",340884
"0594030520","0100","TAMPA",66751,255081,5/31/2017,460000,216002,"HUNGREEN",321832
"0594030558","0100","TAMPA",75483,207942,10/26/2017,419000,216002,"HUNGREEN",283425
"0594030602","0100","TAMPA",55382,181996,6/28/2017,315000,216002,"HUNGREEN",237378
"0594030630","0100","TAMPA",56069,138752,9/27/2017,327000,216002,"HUNGREEN",194821
"0594030688","0100","TAMPA",57360,181065,6/30/2017,297500,216002,"HUNGREEN",238425
"0594030690","0100","TAMPA",51096,138538,5/1/2017,200000,216002,"HUNGREEN",189634
"0594030706","0100","TAMPA",66640,138752,8/8/2017,302500,216002,"HUNGREEN",205392
"0594030740","0100","TAMPA",41262,143047,9/21/2017,258000,216002,"HUNGREEN",184309
"0594030750","0100","TAMPA",41262,153738,4/28/2017,280000,216002,"HUNGREEN",195000
"0594030788","0100","TAMPA",105296,338103,7/10/2017,632100,216002,"HUNGREEN",443399
"0594030830","0100","TAMPA",63250,182458,4/17/2017,355000,216002,"HUNGREEN",245708
"0594030844","0100","TAMPA",55200,203429,4/7/2017,338500,216002,"HUNGREEN",258629
"0594030864","0100","TAMPA",66792,183105,8/8/2017,399900,216002,"HUNGREEN",249897
"0594030870","0100","TAMPA",80333,161364,10/2/2017,330000,216002,"HUNGREEN",241697
"0594030896","0100","TAMPA",64078,176945,10/25/2017,352500,216002,"HUNGREEN",241023
"0594031028","0100","TAMPA",118586,297646,3/31/2017,514900,216002,"HUNGREEN",416232
"0594031038","0100","TAMPA",179349,671956,11/9/2017,935000,216002,"HUNGREEN",851305
"0594031074","0100","TAMPA",90593,334942,5/1/2017,612500,216002,"HUNGREEN",425535
"0594031204","0100","TAMPA",50090,245495,10/10/2017,365000,216002,"HUNGREEN",295585
"0594031230","0100","TAMPA",55098,266662,10/31/2017,335000,216002,"HUNGREEN",321760
"0594031256","0100","TAMPA",61536,219246,4/27/2017,299000,216002,"HUNGREEN",280782
"0594031268","0100","TAMPA",67402,246493,4/28/2017,385000,216002,"HUNGREEN",313895
"0594031300","0100","TAMPA",62339,190053,2/24/2017,285000,216002,"HUNGREEN",252392
"0594031310","0100","TAMPA",57494,237259,1/13/2017,369000,216002,"HUNGREEN",294753
"0594031312","0100","TAMPA",58452,267666,6/13/2017,387000,216002,"HUNGREEN",326118
"0594031314","0100","Tampa",63983,204596,8/31/2017,379900,216002,"HUNGREEN",268579
"0594031358","0100","TAMPA",63242,201476,1/9/2017,345000,216002,"HUNGREEN",264718
"0594031508","0100","TAMPA",47870,140064,7/20/2017,253000,216002,"HUNGREEN",187934
"0594031512","0100","TAMPA",66633,151272,5/18/2017,325000,216002,"HUNGREEN",217905
"0594031538","0100","TAMPA",57738,124267,1/30/2017,240500,216002,"HUNGREEN",182005
"0594031608","0100","TAMPA",51266,121509,1/6/2017,224000,216002,"HUNGREEN",172775
"0594031609","0100","TAMPA",38014,99182,7/11/2017,180000,216002,"HUNGREEN",137196
"0594031613","0100","TAMPA",45153,122194,9/19/2017,235000,216002,"HUNGREEN",167347
"0594031619","0100","TAMPA",45721,103315,5/27/2017,215000,216002,"HUNGREEN",149036
"0594031624","0100","TAMPA",69400,130424,8/30/2017,267300,216002,"HUNGREEN",199824
"0594031720","0100","TAMPA",57494,170081,11/14/2017,329000,216002,"HUNGREEN",227575
"0594031764","0100","TAMPA",59771,157625,8/31/2017,315000,216002,"HUNGREEN",217396
"0594031784","0100","TAMPA",66149,149800,4/5/2017,300000,216002,"HUNGREEN",215949
"0594031826","0100","TAMPA",46838,100724,11/3/2017,195000,216002,"HUNGREEN",147562
"0594031852","0100","TAMPA",30087,138226,5/26/2017,210000,216002,"HUNGREEN",168313
"0594031964","0100","TAMPA",39558,148976,10/10/2017,264300,216002,"HUNGREEN",188534
"0594031992","0100","TAMPA",30087,109422,4/26/2017,210000,216002,"HUNGREEN",139509
"0594032058","0100","TAMPA",56062,209418,7/27/2017,339900,216002,"HUNGREEN",265480
"0594032066","0100","TAMPA",65123,206522,9/25/2017,363000,216002,"HUNGREEN",271645
"0594032082","0100","TAMPA",72385,178953,12/15/2017,227400,216002,"HUNGREEN",251338
"0594032116","0100","TAMPA",52848,176334,3/1/2017,276000,216002,"HUNGREEN",229182
"0594032122","0100","TAMPA",45041,148809,9/25/2017,290000,216002,"HUNGREEN",193850
"0594032132","0100","TAMPA",47653,145332,1/13/2017,290000,216002,"HUNGREEN",192985
"0594032156","0100","TAMPA",51074,175803,2/27/2017,330000,216002,"HUNGREEN",226877
"0594032160","0100","TAMPA",42346,142131,7/31/2017,259000,216002,"HUNGREEN",184477
"0594032172","0100","TAMPA",42346,137685,6/30/2017,265000,216002,"HUNGREEN",180031
"0594032174","0100","TAMPA",51074,120163,12/15/2017,230000,216002,"HUNGREEN",171237
"0594032224","0100","TAMPA",66457,289978,8/16/2017,485000,216002,"HUNGREEN",356435
"0594032244","0100","TAMPA",71946,279151,7/7/2017,425000,216002,"HUNGREEN",351097
"0594032268","0100","TAMPA",195792,358845,5/26/2017,482000,216002,"HUNGREEN",554637
"0594032282","0100","TAMPA",86165,260072,4/18/2017,375000,216002,"HUNGREEN",346237
"0594032356","0100","TAMPA",46305,130322,3/1/2017,255000,216002,"HUNGREEN",176627
"0594032390","0100","TAMPA",51552,129965,10/13/2017,230000,216002,"HUNGREEN",181517
"0594032460","0100","TAMPA",63118,202761,8/16/2017,352000,216002,"HUNGREEN",265879
"0594032488","0100","TAMPA",55200,188204,3/6/2017,307500,216002,"HUNGREEN",243404
"0594032494","0100","TAMPA",55200,218791,4/28/2017,330000,216002,"HUNGREEN",273991
"0594032496","0100","TAMPA",55200,205320,11/27/2017,350000,216002,"HUNGREEN",260520
"0594032522","0100","TAMPA",57959,122785,5/22/2017,239000,216002,"HUNGREEN",180744
"0594032530","0100","TAMPA",47889,150378,1/10/2017,249900,216002,"HUNGREEN",198267
"0594032562","0100","TAMPA",38014,137906,1/30/2017,244000,216002,"HUNGREEN",175920
"0594032574","0100","TAMPA",38014,139968,5/1/2017,250000,216002,"HUNGREEN",177982
"0594032596","0100","TAMPA",38014,143253,9/25/2017,255000,216002,"HUNGREEN",181267
"0594032628","0100","TAMPA",88794,196731,2/14/2017,265000,216002,"HUNGREEN",285525
"0594032732","0100","TAMPA",45633,147312,10/27/2017,255000,216002,"HUNGREEN",192945
"0594032750","0100","TAMPA",290716,671569,8/14/2017,940000,216002,"HUNGREEN",962285
"0594032830","0100","TAMPA",34863,101046,3/29/2017,175000,216002,"HUNGREEN",135909
"0594032834","0100","TAMPA",34863,112295,8/2/2017,188000,216002,"HUNGREEN",147158
"0594032836","0100","TAMPA",34863,160005,8/3/2017,245000,216002,"HUNGREEN",194868
"0594032842","0100","TAMPA",47636,164848,5/24/2017,310000,216002,"HUNGREEN",212484
"0594032978","0100","TAMPA",71087,281222,6/30/2017,399000,216002,"HUNGREEN",352309
"0594032988","0100","TAMPA",63707,299501,11/13/2017,464000,216002,"HUNGREEN",363208
"0594033174","0100","TAMPA",91236,218859,9/15/2017,429500,216002,"HUNGREEN",310095
"0594033306","0100","TAMPA",194539,429778,1/11/2017,657500,216002,"HUNGREEN",624317
"0594033316","0100","TAMPA",215578,503127,9/25/2017,1050000,216002,"HUNGREEN",718705
"0594033418","0100","TAMPA",75042,241969,7/29/2017,340000,216002,"HUNGREEN",317011
"0594033432","0100","TAMPA",60483,237543,1/27/2017,355000,216002,"HUNGREEN",298026
"0594033458","0100","TAMPA",55200,217686,2/10/2017,285000,216002,"HUNGREEN",272886
"0594033462","0100","TAMPA",55660,202567,11/13/2017,380000,216002,"HUNGREEN",258227
"0594033490","0100","TAMPA",74382,211371,8/25/2017,360000,216002,"HUNGREEN",285753
"0594033570","0100","TAMPA",51756,149202,3/2/2017,300000,216002,"HUNGREEN",200958
